Word,Pinyin,Translation,Sentence,Sentence Pinyin,Sentence Translation
愿意,yuànyì,"be willing; wish, want",领导人愿意接受老百姓的意见。,Lǐngdǎo rén yuànyì jiēshòu lǎobǎixìng de yìjiàn.,The leader is willing to accept people's opinions.
愿意,yuànyì,"be willing; wish, want",她愿意嫁给我。,Tā yuànyì jià gěi wǒ.,She agreed to marry me.
危险,wēixiǎn,dangerous,中东地区还很危险。,Zhōngdōng dìqū hái hěn wēixiǎn.,It is still dangerous in the Middle East.
危险,wēixiǎn,dangerous,河水很急，渡过去很危险。,"Hé shuǐ hěn jí, dù guòqù hěn wēixiǎn.",The river is running quickly. It is dangerous to cross.
危险,wēixiǎn,dangerous,火灾很危险。,Huǒzāi hěn wēixiǎn.,Fires are very dangerous.
回答,huídá,"reply, answer",谁来回答这个问题？,Shéi lái huídá zhège wèntí?,Who is going to answer this question?
回答,huídá,"reply, answer",谢谢您的回答。,Xièxie nín de huídá.,Thanks for your answer.
回答,huídá,"reply, answer",他大声回答了老师的问题。,Tā dàshēng huídá le lǎoshī de wèntí.,He loudly answered the teacher's question.
附近,fùjìn,close; nearby,我家附近有个小咖啡馆。,Wǒ jiā fùjìn yǒu ge xiǎo kāfēiguǎn.,Near my house is a small café.
附近,fùjìn,close; nearby,我住在学校附近。,Wǒ zhùzài xuéxiào fùjìn.,I live near the school.
附近,fùjìn,close; nearby,我家附近有很多商店。,Wǒ jiā fùjìn yǒu hěn duō shāngdiàn.,There are many stores near my home.
紧张,jǐnzhāng,"anxious, nervous",现在两岸关系没有以前那么紧张。,Xiànzài Liǎng'àn guānxi méiyǒu yǐqián nàme jǐnzhāng.,"Currently, cross strait relations are not as tense as before."
紧张,jǐnzhāng,"anxious, nervous",轮到他演讲了，他感觉很紧张。,"Lún dào tā yǎnjiǎng le, tā gǎnjué hěn jǐnzhāng.",He felt very nervous when it was his turn to speak.
警察,jǐngchá,police (officer),孙朋想当一名警察。,Sūn Péng xiǎng dāng yìmíng jǐngchá.,Sun Peng wants to become a policeman.
警察,jǐngchá,police (officer),警察来了。,Jǐngchá lái le.,The police have come.
担心,dānxīn,"worry, feel anxious",美国担心北韩发展核子武器。,Měiguó dānxīn Běihán fāzhǎn hézǐ wǔqì.,America worries about North Korea developing nuclear weapons.
担心,dānxīn,"worry, feel anxious",他担心这次考试不会通过。,Tā dānxīn zhè cì kǎoshì búhuì tōng'guò.,He worries that he might not pass the exam this time.
担心,dānxīn,"worry, feel anxious",父母总是担心孩子。,Fùmǔ zǒngshì dānxīn háizi.,Parents are always worried about their children.
小学,xiǎoxué,"elementary school, primary school",我踫到了小学同学。,Wǒ pèngdào le xiǎoxué tóngxué.,I met a classmate from elementary school.
小学,xiǎoxué,"elementary school, primary school",他在红星小学毕业。,Tā zài Hóng Xīng xiǎoxué bìyè.,He graduated from Red Star elementary school.
怎么,zěnme,"how, how come",你觉得怎么样？,Nǐ juéde zěnme yàng?,How do you feel?
怎么,zěnme,"how, how come",我怎么去北京？,Wǒ zěnme qù Běijīng?,How do I get to Beijing?
解释,jiěshì,"explain, interpret; explanation, interpretation",请再解释一下。,Qǐng zài jiěshì yíxià.,Please explain it more.
解释,jiěshì,"explain, interpret; explanation, interpretation",他向老师解释了迟到的原因。,Tā xiàng lǎoshī jiěshì le chídào de yuányīn.,He explained his reason for being late to the teacher.
允许,yǔnxǔ,"allow, permit",政府不允许他出国。,Zhèngfǔ bù yǔnxǔ tā chūguó.,The government didn't permit him to go abroad.
允许,yǔnxǔ,"allow, permit",妈妈允许我在家里养猫。,Māma yǔnxǔ wǒ zài jiāli yǎng māo.,My mom allows me to raise a cat at home.
满意,mǎnyì,"satisfied, pleased",你满意吗？,Nǐ mǎnyì ma?,Are you satisfied?
满意,mǎnyì,"satisfied, pleased",妈妈很满意女儿的表现。,Māma hěn mǎnyì nǚér de biǎoxiàn.,The mother is very satisfied with her daughter's performance.
毕业,bìyè,"graduate, finish school",我的同学毕先生已经毕业了。,Wǒde tóngxué Bì xiānsheng yǐjīng bìyè le.,My classmate Mr. Bi has graduated.
毕业,bìyè,"graduate, finish school",她是清华大学毕业的。,Tā shì qīnghuá dàxué bìyè de.,She graduated from Tsinghua University.
受伤,shòushāng,be injured,地震让不少人受伤。,Dìzhèn ràng bù shǎo rén shòushāng.,The earthquake injured many people.
受伤,shòushāng,be injured,他撞到了柱子，头部受伤了。,"Tā zhuàng dào le zhùzi, tóubù shòushāng le.",He bumped into a pillar and injured his head.
遇到,yùdào,"run into, encounter, meet",在商场，他遇到了他的同学。,"Zài shāngchǎng, tā yùdào le tāde tóngxué.",He bumped into his classmate at the market.
遇到,yùdào,"run into, encounter, meet",他遇到了挫折。,Tā yùdào le cuòzhé.,He met with frustrations.
印象,yìnxiàng,impression,小华给我留下了很好的印象。,Xiǎo Huá gěi wǒ liúxià le hěn hǎo de yìnxiàng.,Xiao Hua left me a good impression.
印象,yìnxiàng,impression,我对他的印象很深。,Wǒ duì tāde yìnxiàng hěn shēn.,I have a strong impression of him.
短期,duǎnqī,short-term,我陪好朋友去做短期旅行。,Wǒ péi hǎo péngyou qù zuò duǎnqī lǚxíng.,I accompanied my good friend to go on a short trip.
联络,liánluò,"contact, get in touch with",保持联络！,Bǎochí liánluò!,Keep in touch!
联络,liánluò,"contact, get in touch with",我好久不跟小李联络了。,Wǒ hǎo jiǔ bù gēn Xiǎo Lǐ liánluò le.,It has been a long ago since I last contacted Xiao Li.
超级,chāojí,super-,妈妈去超级市场了。,Māma qù chāojí shìchǎng le.,Mom has gone to the supermarket.
超级,chāojí,super-,下班时间，地铁里的人超级多。,"Xiàbān shíjiān, dìtiě li de rén chāojí duō.","During the afternoon rush hour, there are so many people in the subway."
放心,fàngxīn,feel relieved; have confidence in,您放心！,Nín fàngxīn!,Don't worry!
放心,fàngxīn,feel relieved; have confidence in,他很诚实，我放心他做的事。,"Tā hěn chéngshí, wǒ fàngxīn tā zuò de shì.",He is very honest - I have confidence in his work.
早餐,zǎocān,breakfast,他开了一家早餐店。,Tā kāi le yìjiā zǎocān diàn.,He opened a breakfast restaurant.
早餐,zǎocān,breakfast,每天早餐他只吃一个鸡蛋。,Měitiān zǎocān tā zhǐ chī yígè jīdàn.,"Every morning, he only eats one egg for breakfast."
加上,jiāshàng,"add, increase; moreover, in addition",人口很多，加上灾荒，所以造成了饿死的问题。,"Rénkǒu hěn duō, jiāshàng zāihuāng, suǒyǐ zàochéng le èsǐ de wèntí.","A large population base, combined with the famine, led to a starvation problem."
加上,jiāshàng,"add, increase; moreover, in addition",天冷了，出门要加上厚外套。,"Tiān lěng le, chūmén yào jiāshàng hòu wàitào.",It's getting cold. You'd better put on an overcoat when you go out.
自动,zìdòng,automatic; automatically,时间一到，闹钟就自动响了。,"Shíjiān yí dào, nàozhōng jiù zìdòng xiǎng le.",The alarm automatically goes off when it's time.
自动,zìdòng,automatic; automatically,可以使用自动售票机买车票。,Kěyǐ shǐyòng zìdòng shòupiàojī mǎi chēpiào.,Train tickets may be purchased using the automatic vending machine.
道理,dàoli,"principle, law; reason, sense",你这么说，很有道理。,"Nǐ zhème shuō, hěn yǒu dàoli.",Saying it this way makes it sound very logical.
道理,dàoli,"principle, law; reason, sense",这个人很霸道，不讲道理。,"Zhège rén hěn bàdào, bù jiǎng dàoli.",This person is overbearing and does not speak logically.
搬家,bānjiā,"move, resettle",他搬家了。,Tā bānjiā le.,He moved.
搬家,bānjiā,"move, resettle",我们准备搬家到北京。,Wǒmen zhǔnbèi bānjiā dào Běijīng.,We plan to move to Beijing.
无聊,wúliáo,"bored; dull, boring",我觉得很无聊。,Wǒ juéde hěn wúliáo.,I feel very bored.
无聊,wúliáo,"bored; dull, boring",他没有事情做，很无聊。,"Tā méiyǒu shìqing zuò, hěn wúliáo.",He has nothing to do and is very bored.
天才,tiāncái,genius; talent,他是个天才。,Tā shì ge tiāncái.,He is a genius.
天才,tiāncái,genius; talent,"他太聪明了,真是个天才。","Tā tài cōngmíng le, zhēn shì ge tiāncái.",He's very smart - a real genius!
运动会,yùndònghuì,"athletic meet, games",学校周五举行运动会。,Xuéxiào zhōu wǔ jǔxíng yùndònghuì.,"On Friday, the school is conducting a sports meet."
运动会,yùndònghuì,"athletic meet, games",运动会明天举行。,Yùndònghuì míngtiān jǔxíng.,The sports meeting will be held tomorrow.
高速公路,gāosù gōnglù,expressway,有的高速公路有收费站，有的没有。,"Yǒu de gāosù gōnglù yǒu shōufèi zhàn, yǒu de méiyǒu.","Some expressways have toll stations, while some do not."
高速公路,gāosù gōnglù,expressway,在高速公路上不能随便停车。,Zài gāosù gōnglù shàng bù néng suíbiàn tíngchē.,"On the expressway, you cannot park wherever you want."
祝,zhù,wish (someone well); pray,祝你生日快乐。,Zhù nǐ shēngri kuàilè.,Happy birthday to you.
祝,zhù,wish (someone well); pray,祝你考试顺利。,Zhù nǐ kǎoshì shùnlì.,I wish you luck on the exam.
祝,zhù,wish (someone well); pray,他祝父母新年快乐。,Tā zhù fùmǔ xīnnián kuàilè.,He wished his parents a happy New Year.
注意力,zhùyìlì,attention,请集中注意力。,Qǐng jízhōng zhùyìlì.,Please concentrate.
注意力,zhùyìlì,attention,听课时注意力要集中。,Tīngkè shí zhùyìlì yào jízhōng.,You should concentrate when in class.
夜市,yèshì,night market,北京夜市里好吃的东西很多。,Běijīng yèshì li hǎochī de dōngxi hěn duō.,There are lots of delicious foods at the Beijing night market.
夜市,yèshì,night market,夜市很热闹。,Yèshì hěn rènao.,The night market is bustling.
有空,yǒukòng,have free time; at one's leisure,你有空吗？,Nǐ yǒukòng ma?,Are you free?
有空,yǒukòng,have free time; at one's leisure,他一有空就去钓鱼。,Tā yì yǒukòng jiù qù diàoyú.,"As soon as he's free, he goes fishing."
第一名,dìyīmíng,first place,他考试得了第一名。,Tā kǎoshì dé le dìyìmíng.,He got first place in the exam.
第一名,dìyīmíng,first place,他得到第一名。,Tā dédào dìyìmíng.,He achieved first place.
赚钱,zhuànqián,"make money, make a profit",他想赚钱买一套房子。,Tā xiǎng zhuànqián mǎi yítào fángzi.,He wants to make some money to buy a house.
赚钱,zhuànqián,"make money, make a profit",他很会赚钱。,Tā hěn huì zhuànqián.,He knows how to make money.
赢,yíng,win,北京队赢了这场网球赛。,Běijīng duì yíng le zhèchǎng wǎngqiú sài.,The Beijing team won this tennis match.
赢,yíng,win,我喜欢的球队赢了。,Wǒ xǐhuan de qiúduì yíng le.,The team I like won.
台风,táifēng,Typhoon,台风吹倒了很多房子。,Táifēng chuī dǎo le hěn duō fángzi.,The typhoon blew down many houses.
台风,táifēng,Typhoon,台风要来了。,Táifēng yào lái le.,A typhoon is coming.
法律,fǎlǜ,law,他违反了法律。,Tā wéifǎn le fǎlǜ.,He broke the law.
法律,fǎlǜ,law,法庭根据法律审判犯人。,Fǎtíng gēnjù fǎlǜ shěnpàn fànrén.,The court puts criminals on trial according to the law.
黄金,huángjīn,gold,黄金涨价了。,Huángjīn zhǎng jià le.,The price of gold has risen.
黄金,huángjīn,gold,黄金是一种贵重金属。,Huángjīn shì yìzhǒng guìzhòng jīnshǔ.,Gold is a type of valuable metal.
头痛,tóutòng,headache,我头痛。,Wǒ tóutòng.,I have a headache.
头痛,tóutòng,headache,"我今天头痛,不想去上学了。","Wǒ jīn tiān tóutòng, bù xiǎng qù shàngxué le.",I have a headache today. I don't want to go to school.
减少,jiǎnshǎo,"decrease, reduce",犯罪率减少了。,Fànzuìlǜ jiǎnshǎo le.,The crime rate has decreased.
减少,jiǎnshǎo,"decrease, reduce",因为洪灾，农民的收入减少了。,"Yīnwèi hóngzāi, nóngmín de shōurù jiǎnshǎo le.","Due to the flood, the farmers' income decreased."
生产,shēngchǎn,"produce, manufacture, make",这家工厂是生产布料的。,Zhè jiā gōngchǎng shì shēngchǎn bùliào de.,This factory manufactures cloth.
生产,shēngchǎn,"produce, manufacture, make",这家工厂专门生产玩具。,Zhè jiā gōngchǎng zhuānmén shēngchǎn wánjù.,This factory specializes in manufacturing toys.
欧洲,ōuzhōu,Europe,我盼望去欧洲旅行。,Wǒ pànwàng qù Ōuzhōu lǚxíng.,I long to go on a trip to Europe.
欧洲,ōuzhōu,Europe,英国是欧洲的一个国家。,Yīngguó shì Ōuzhōu de yígè guójiā.,The UK is a country in Europe.
中华人民共和国,Zhōnghuá Rénmín Gònghéguó,People's Republic of China (PRC),中华人民共和国简称中国。,Zhōnghuá Rénmín Gònghéguó jiǎnchēng Zhōngguó.,The People's Republic of China is shortened to China.
中华人民共和国,Zhōnghuá Rénmín Gònghéguó,People's Republic of China (PRC),中华人民共和国是哪一年建立的？,Zhōnghuá Rénmín Gònghéguó shì nǎ yì nián jiànlì de?,In which year was the People's Republic of China established?
非洲,fēizhōu,Africa,南非是非洲的一个国家。,Nánfēi shì Fēizhōu de yígè guójiā.,South Africa is a country in Africa.
非洲,fēizhōu,Africa,非洲发生了大饥荒。,Fēizhōu fāshēng le dà jīhuāng.,A big famine occurred in Africa.
联合国,Liánhéguó,United Nations,联合国救济受难者。,Liánhéguó jiùjì shòunànzhě.,The UN relieves refugees.
联合国,Liánhéguó,United Nations,联合国总部在美国。,Liánhéguó zǒngbù zài Měiguó.,The headquarter of the UN is in the US.
德国,déguó,Germany,德国是欧洲的一个国家。,Déguó shì Ōuzhōu de yígè guójiā.,Germany is a nation in Europe.
德国,déguó,Germany,德国已经统一了。,Déguó yǐjīng tǒngyī le.,Germany has reunified.
军人,jūnrén,"soldier, military person",军人保护国家。,Jūnrén bǎohù guójiā.,Soldiers protect their nations.
军人,jūnrén,"soldier, military person",军人保卫着我们的国家。,Jūnrén bǎowèi zhe wǒmen de guójiā.,Soldiers protect our nation.
不安,bù'ān,"unstable; disturbed, worried",很晚了，女儿还没回家，妈妈很不安。,"Hěn wǎn le, nǚér hái méi huíjiā, māma hěn bù'ān.","Since it's very late and her daughter has not yet returned home, she's very worried."
不安,bù'ān,"unstable; disturbed, worried",社会动荡不安。,Shèhuì dòngdàng bù'ān.,The society is in a state of restlessness.
安定,āndìng,"stable, calm; stabilize",中国是个比较安定的国家。,Zhōngguó shì ge bǐjiào āndìng de guójiā.,China is a rather stable country.
安定,āndìng,"stable, calm; stabilize",老百姓希望生活安定。,Lǎobǎixìng xīwàng shēnghuó āndìng.,Ordinary people want a stable life.
